date,o,h,l,c,v
2003-09-10,39.0083,39.3802,38.9711,39.3570,1285900
2003-09-11,39.1757,39.2315,38.9618,39.1013,859500
2003-09-12,39.5290,39.6964,39.2640,39.3709,1375300
2003-09-15,39.2872,39.4686,39.1059,39.3105,367100
2003-09-16,39.2268,39.2872,39.0083,39.2500,655200
2003-09-17,39.3895,39.7801,39.2779,39.7382,1223900
2003-09-18,39.8220,39.8220,39.4407,39.7662,615000
2003-09-19,39.8219,39.9986,39.7475,39.8126,869300
2003-09-22,39.5197,39.6034,39.1617,39.4965,1126400
2003-09-23,39.4639,39.7708,39.3524,39.7662,632100
2003-09-24,39.7708,40.2125,39.6778,40.1102,1005300
2003-09-25,40.1241,40.3194,40.0544,40.3101,846800
2003-09-26,40.4217,40.6774,40.3659,40.6728,1869700
2003-09-29,40.4589,40.6588,40.2915,40.3473,743000
2003-09-30,40.4496,41.0307,40.4310,41.0168,1623900
2003-10-01,40.8520,41.0528,40.7820,40.8614,931900
2003-10-02,40.5439,40.8287,40.3384,40.6746,1194100
2003-10-03,40.1750,40.2451,39.7315,39.8202,1451200
2003-10-06,39.7409,40.0537,39.7222,39.9930,507200
2003-10-07,39.8949,39.9509,39.5120,39.5307,594200
2003-10-08,39.4280,39.6754,39.3813,39.5214,811800
2003-10-09,39.1806,39.2786,39.0545,39.2413,1385600
2003-10-10,39.4514,39.5588,39.3580,39.4747,256600
2003-10-13,39.3813,39.4514,39.3206,39.3206,116300
2003-10-14,39.1012,39.2646,39.0078,39.0498,337100
2003-10-15,38.8257,38.8911,38.6810,38.8584,465600
2003-10-16,38.9751,39.1105,38.6343,38.7043,564900
2003-10-17,38.7884,39.0732,38.7557,39.0032,354500
2003-10-20,38.9611,39.2880,38.9471,39.1339,281600
2003-10-21,39.2319,39.3953,39.1479,39.2786,429700
2003-10-22,39.4980,39.6848,39.4047,39.6614,798000
2003-10-23,39.6848,39.6848,39.2273,39.3720,1055600
2003-10-24,39.6848,39.9649,39.5261,39.8109,1412200
2003-10-27,39.7548,39.8388,39.5914,39.7315,346900
2003-10-28,39.6148,40.0069,39.4840,39.9416,2200300
2003-10-29,39.8155,39.8482,39.5027,39.5821,926600
2003-10-30,39.2179,39.4747,39.1246,39.4047,936300
2003-10-31,39.5588,39.7875,39.0965,39.7735,887400
2003-11-03,39.6413,39.6507,39.3975,39.5851,957700
2003-11-04,39.6835,39.8335,39.6554,39.8101,246500
2003-11-05,39.7632,39.7632,39.5007,39.5382,275100
2003-11-06,39.2710,39.3413,39.1444,39.1678,861600
2003-11-07,38.9662,39.1866,38.9334,39.1444,725700
2003-11-10,39.1912,39.3037,39.0037,39.1115,553900
2003-11-11,39.1209,39.1444,39.0788,39.1163,99900
2003-11-12,39.3132,39.4492,39.2804,39.4023,321400
2003-11-13,39.6601,40.0210,39.6319,40.0117,920400
